Security_Symbol,             ,Security_Type,Current_Pos_Limit,Current_NearTerm_Limit
FNDE  ,               ,Equity,25000000  ,0         
FNDF  ,               ,Equity,25000000  ,0         
FNDX  ,               ,Equity,7500000   ,0         
FNF   ,               ,Equity,25000000  ,0         
FNGG  ,               ,Equity,2500000   ,0         
FNGR  ,               ,Equity,25000000  ,0         
FNGS  ,               ,Equity,2500000   ,0         
FNK   ,               ,Equity,2500000   ,0         
FNKO  ,               ,Equity,25000000  ,0         
FNLC  ,               ,Equity,2500000   ,0         
FNV   ,               ,Equity,20000000  ,0         
FNX   ,               ,Equity,2500000   ,0         
FNY   ,               ,Equity,2500000   ,0         
FOA   ,               ,Equity,7500000   ,0         
FOCS  ,               ,Equity,25000000  ,0         
FOLD  ,               ,Equity,25000000  ,0         
FOR   ,               ,Equity,2500000   ,0         
FORA  ,               ,Equity,2500000   ,0         
FORG  ,               ,Equity,25000000  ,0         
FORM  ,               ,Equity,7500000   ,0         
FORR  ,               ,Equity,2500000   ,0         
FOSL  ,               ,Equity,25000000  ,0         
FOUR  ,               ,Equity,25000000  ,0         
FOX   ,               ,Equity,25000000  ,0         
FOXA  ,               ,Equity,25000000  ,0         
FOXF  ,               ,Equity,5000000   ,0         
FPE   ,               ,Equity,25000000  ,0         
FPH   ,               ,Equity,5000000   ,0         
FPI   ,               ,Equity,7500000   ,0         
FPX   ,               ,Equity,2500000   ,0         
FPXI  ,               ,Equity,2500000   ,0         
FQAL  ,               ,Equity,2500000   ,0         
FR    ,               ,Equity,25000000  ,0         
FRBA  ,               ,Equity,2500000   ,0         
FRBK  ,               ,Equity,25000000  ,0         
FRCB  ,               ,Equity,25000000  ,0         
FREE  ,               ,Equity,7500000   ,0         
FREL  ,               ,Equity,7500000   ,0         
FREQ  ,               ,Equity,20000000  ,0         
FREY  ,               ,Equity,25000000  ,0         
FRG   ,               ,Equity,20000000  ,0         
FRGE  ,               ,Equity,25000000  ,0         
FRGI  ,               ,Equity,2500000   ,0         
FRHC  ,               ,Equity,5000000   ,0         
FRI   ,               ,Equity,2500000   ,0         
FRME  ,               ,Equity,5000000   ,0         
FRNW  ,               ,Equity,2500000   ,0         
FRO   ,               ,Equity,25000000  ,0         
FROG  ,               ,Equity,25000000  ,0         
FRPT  ,               ,Equity,25000000  ,0         
FRSH  ,               ,Equity,25000000  ,0         
FRST  ,               ,Equity,2500000   ,0         
FRSX  ,               ,Equity,20000000  ,0         
FRT   ,               ,Equity,7500000   ,0         
FSK   ,               ,Equity,25000000  ,0         
FSLR  ,               ,Equity,25000000  ,0         
FSLY  ,               ,Equity,25000000  ,0         
FSM   ,               ,Equity,25000000  ,0         
FSMB  ,               ,Equity,2500000   ,0         
FSMD  ,               ,Equity,2500000   ,0         
FSP   ,               ,Equity,25000000  ,0         
FSR   ,               ,Equity,25000000  ,0         
FSS   ,               ,Equity,7500000   ,0         
FSTA  ,               ,Equity,2500000   ,0         
FSTR  ,               ,Equity,2500000   ,0         
FSV   ,               ,Equity,2500000   ,0         
FSZ   ,               ,Equity,2500000   ,0         
FTA   ,               ,Equity,2500000   ,0         
FTAG  ,               ,Equity,2500000   ,0         
FTAI  ,               ,Equity,25000000  ,0         
FTC   ,               ,Equity,2500000   ,0         
FTCH  ,               ,Equity,25000000  ,0         
FTCI  ,               ,Equity,25000000  ,0         
FTCS  ,               ,Equity,7500000   ,0         
FTDR  ,               ,Equity,25000000  ,0         
FTEC  ,               ,Equity,5000000   ,0         
FTEK  ,               ,Equity,2500000   ,0         
FTFT  ,               ,Equity,25000000  ,0         
FTGC  ,               ,Equity,25000000  ,0         
FTHI  ,               ,Equity,2500000   ,0         
FTHM  ,               ,Equity,2500000   ,0         
FTI   ,               ,Equity,25000000  ,0         
FTK   ,               ,Equity,5000000   ,0         
FTLS  ,               ,Equity,2500000   ,0         
FTNT  ,               ,Equity,125000000 ,0         
FTRE  ,               ,Equity,7500000   ,0         
FTRI  ,               ,Equity,5000000   ,0         
FTS   ,               ,Equity,25000000  ,0         
FTSL  ,               ,Equity,25000000  ,0         
FTSM  ,               ,Equity,25000000  ,0         
FTV   ,               ,Equity,25000000  ,0         
FTXG  ,               ,Equity,5000000   ,0         
FTXH  ,               ,Equity,2500000   ,0         
FTXL  ,               ,Equity,5000000   ,0         
FTXN  ,               ,Equity,7500000   ,0         
FTXO  ,               ,Equity,2500000   ,0         
FTXR  ,               ,Equity,7500000   ,0         
FUBO  ,               ,Equity,25000000  ,0         
FUL   ,               ,Equity,7500000   ,0         
FULC  ,               ,Equity,25000000  ,0         
FULT  ,               ,Equity,25000000  ,0         
FUMB  ,               ,Equity,2500000   ,0         
FUN   ,               ,Equity,7500000   ,0         
FUSN  ,               ,Equity,5000000   ,0         
FUTU  ,               ,Equity,25000000  ,0         
FUTY  ,               ,Equity,7500000   ,0         
FUV   ,               ,Equity,25000000  ,0         
FV    ,               ,Equity,5000000   ,0         
FVAL  ,               ,Equity,2500000   ,0         
FVCB  ,               ,Equity,2500000   ,0         
FVD   ,               ,Equity,25000000  ,0         
FVRR  ,               ,Equity,25000000  ,0         
FWONA ,               ,Equity,5000000   ,0         
FWONK ,               ,Equity,25000000  ,0         
FWRD  ,               ,Equity,5000000   ,0         
FWRG  ,               ,Equity,5000000   ,0         
FXA   ,               ,Equity,2500000   ,0         
FXB   ,               ,Equity,2500000   ,0         
FXC   ,               ,Equity,2500000   ,0         
FXD   ,               ,Equity,5000000   ,0         
FXE   ,               ,Equity,5000000   ,0         
FXF   ,               ,Equity,2500000   ,0         
FXG   ,               ,Equity,2500000   ,0         
FXH   ,               ,Equity,2500000   ,0         
FXI   ,               ,Equity,100000000 ,0         
FXL   ,               ,Equity,2500000   ,0         
FXLV  ,               ,Equity,25000000  ,0         
FXN   ,               ,Equity,25000000  ,0         
FXO   ,               ,Equity,25000000  ,0         
FXP   ,               ,Equity,2500000   ,0         
FXR   ,               ,Equity,5000000   ,0         
FXU   ,               ,Equity,5000000   ,0         
FXY   ,               ,Equity,2500000   ,0         
FXZ   ,               ,Equity,7500000   ,0         
FYBR  ,               ,Equity,25000000  ,0         
FYC   ,               ,Equity,2500000   ,0         
FYLD  ,               ,Equity,2500000   ,0         
FYLG  ,               ,Equity,2500000   ,0         
FYT   ,               ,Equity,2500000   ,0         
FYX   ,               ,Equity,2500000   ,0         
G     ,               ,Equity,25000000  ,0         
GABC  ,               ,Equity,2500000   ,0         
GAIA  ,               ,Equity,2500000   ,0         
GAIN  ,               ,Equity,2500000   ,0         
GAL   ,               ,Equity,2500000   ,0         
GALT  ,               ,Equity,25000000  ,0         
GAMB  ,               ,Equity,2500000   ,0         
GAME  ,               ,Equity,2500000   ,0         
GAMR  ,               ,Equity,2500000   ,0         
GAN   ,               ,Equity,25000000  ,0         
GANX  ,               ,Equity,2500000   ,0         
GASS  ,               ,Equity,5000000   ,0         
GATO  ,               ,Equity,25000000  ,0         
GATX  ,               ,Equity,2500000   ,0         
GAU   ,               ,Equity,7500000   ,0         
GB    ,               ,Equity,2500000   ,0         
GBCI  ,               ,Equity,20000000  ,0         
GBDC  ,               ,Equity,25000000  ,0         
GBIL  ,               ,Equity,25000000  ,0         
GBIO  ,               ,Equity,7500000   ,0         
GBLD  ,               ,Equity,2500000   ,0         
GBTG  ,               ,Equity,5000000   ,0         
GBX   ,               ,Equity,7500000   ,0         
GCC   ,               ,Equity,2500000   ,0         
GCI   ,               ,Equity,25000000  ,0         
GCLN  ,               ,Equity,2500000   ,0         
GCMG  ,               ,Equity,5000000   ,0         
GCO   ,               ,Equity,5000000   ,0         
GD    ,               ,Equity,25000000  ,0         
GDDY  ,               ,Equity,25000000  ,0         
GDE   ,               ,Equity,2500000   ,0         
GDEF  ,               ,Equity,2500000   ,0         
GDEN  ,               ,Equity,5000000   ,0         
GDOC  ,               ,Equity,2500000   ,0         
GDOT  ,               ,Equity,7500000   ,0         
GDRX  ,               ,Equity,25000000  ,0         
GDS   ,               ,Equity,25000000  ,0         
GDVD  ,               ,Equity,2500000   ,0         
GDX   ,               ,Equity,50000000  ,0         
GDXJ  ,               ,Equity,25000000  ,0         
GDYN  ,               ,Equity,7500000   ,0         
GE    ,               ,Equity,25000000  ,0         
GEF   ,               ,Equity,5000000   ,0         
GEHC  ,               ,Equity,25000000  ,0         
GEL   ,               ,Equity,7500000   ,0         
GEM   ,               ,Equity,5000000   ,0         
GEN   ,               ,Equity,25000000  ,0         
GENC  ,               ,Equity,2500000   ,0         
GENE  ,               ,Equity,25000000  ,0         
GENI  ,               ,Equity,25000000  ,0         
GENY  ,               ,Equity,2500000   ,0         
GEO   ,               ,Equity,25000000  ,0         
GEOS  ,               ,Equity,2500000   ,0         
GERM  ,               ,Equity,2500000   ,0         
GERN  ,               ,Equity,25000000  ,0         
GES   ,               ,Equity,25000000  ,0         
GETY  ,               ,Equity,25000000  ,0         
GEVO  ,               ,Equity,25000000  ,0         
GFF   ,               ,Equity,7500000   ,0         
GFI   ,               ,Equity,25000000  ,0         
GFL   ,               ,Equity,25000000  ,0         
GFOF  ,               ,Equity,2500000   ,0         
GFS   ,               ,Equity,25000000  ,0         
GGAL  ,               ,Equity,25000000  ,0         
GGB   ,               ,Equity,26250000  ,0         
GGG   ,               ,Equity,25000000  ,0         
GGR   ,               ,Equity,7500000   ,0         
GH    ,               ,Equity,25000000  ,0         
GHI   ,               ,Equity,5100500   ,0         
GHL   ,               ,Equity,5000000   ,0         
GHM   ,               ,Equity,2500000   ,0         
GHYB  ,               ,Equity,2500000   ,0         
GIB   ,               ,Equity,5000000   ,0         
GIC   ,               ,Equity,2500000   ,0         
GIFI  ,               ,Equity,2500000   ,0         
GIGB  ,               ,Equity,2500000   ,0         
GII   ,               ,Equity,2500000   ,0         
GIII  ,               ,Equity,25000000  ,0         
GIL   ,               ,Equity,7500000   ,0         
GILD  ,               ,Equity,25000000  ,0         
GILT  ,               ,Equity,5000000   ,0         
GINN  ,               ,Equity,2500000   ,0         
GIS   ,               ,Equity,25000000  ,0         
GK    ,               ,Equity,2500000   ,0         
GKOS  ,               ,Equity,7500000   ,0         
GL    ,               ,Equity,7500000   ,0         
GLAD  ,               ,Equity,2500000   ,0         
GLBE  ,               ,Equity,25000000  ,0         
GLBS  ,               ,Equity,25000000  ,0         
GLCN  ,               ,Equity,2500000   ,0         
